,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tBodyAcc-mad()-X,tBodyAcc-mad()-Y,tBodyAcc-mad()-Z,tBodyAcc-max()-X,tBodyAcc-max()-Y,tBodyAcc-max()-Z,tBodyAcc-min()-X,tBodyAcc-min()-Y,tBodyAcc-min()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyro-mad()-X,tBodyGyro-mad()-Y,tBodyGyro-mad()-Z,tBodyGyro-max()-X,tBodyGyro-max()-Y,tBodyGyro-max()-Z,tBodyGyro-min()-X,tBodyGyro-min()-Y,tBodyGyro-min()-Z,fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAcc-mad()-X,fBodyAcc-mad()-Y,fBodyAcc-mad()-Z,fBodyAcc-max()-X,fBodyAcc-max()-Y,fBodyAcc-max()-Z,fBodyAcc-min()-X,fBodyAcc-min()-Y,fBodyAcc-min()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyGyro-mad()-X,fBodyGyro-mad()-Y,fBodyGyro-mad()-Z,fBodyGyro-max()-X,fBodyGyro-max()-Y,fBodyGyro-max()-Z,fBodyGyro-min()-X,fBodyGyro-min()-Y,fBodyGyro-min()-Z,subject,Activity
1330,0.42168183,0.011997995,0.093854884,-0.91407346,-0.69243648,-0.67841997,-0.91624643,-0.66227168,-0.62997867,-0.81643267,-0.39096709,-0.55076779,0.8215284,0.6450059,0.81370658,-0.0090347149,0.024590321,0.072309616,-0.95019473,-0.93217805,-0.96268777,-0.95000515,-0.93662345,-0.9679886,-0.83567744,-0.88571342,-0.72771703,0.81207207,0.90338989,0.78455707,-0.93071182,-0.83626789,-0.81773043,-0.90797724,-0.65570898,-0.64083651,-0.92110609,-0.79157313,-0.77322411,-0.90626659,-0.6450813,-0.54708805,-0.95153191,-0.93860543,-0.93500563,-0.94599075,-0.94761935,-0.95949593,-0.95169732,-0.92444137,-0.96708447,-0.94538707,-0.94549034,-0.9620264,-0.95418401,-0.9287603,-0.97496398,-0.98644606,-0.98584133,-0.98037624,7,0
1331,0.28706532,-0.048631737,-0.092122796,-0.96623605,-0.91624947,-0.87085365,-0.97159802,-0.9089822,-0.86514084,-0.89204307,-0.55865227,-0.71385976,0.8215284,0.6450059,0.80926324,-0.0099830415,-0.041152113,0.051635041,-0.96214777,-0.97109349,-0.98165011,-0.96200891,-0.97185383,-0.98332103,-0.8540336,-0.93709049,-0.75147227,0.82512802,0.90338989,0.81037604,-0.96590344,-0.94998105,-0.93366356,-0.96618908,-0.90649912,-0.85212561,-0.96560437,-0.94347693,-0.91827371,-0.96725161,-0.90172081,-0.80209293,-0.99704734,-0.98908107,-0.97108266,-0.97346588,-0.97434755,-0.97909227,-0.96016929,-0.96930217,-0.98416707,-0.97066272,-0.97436489,-0.98083435,-0.95865835,-0.97801517,-0.9895465,-0.99273372,-0.99740413,-0.98033068,7,0
1332,0.27952931,-0.012796308,-0.090655952,-0.98283432,-0.94793926,-0.92478128,-0.98382454,-0.94875045,-0.92377791,-0.92324479,-0.55685583,-0.78116748,0.84033184,0.66762634,0.80926324,-0.0082780851,-0.080264765,0.057110835,-0.97668007,-0.970469,-0.97969078,-0.97701635,-0.96884967,-0.97927343,-0.86022243,-0.94266928,-0.75583392,0.83306653,0.90201247,0.81037604,-0.98164731,-0.96824732,-0.96356696,-0.98320343,-0.9414867,-0.91212672,-0.98215409,-0.96297509,-0.94873178,-0.98553332,-0.93727845,-0.8810014,-0.97031411,-0.99753678,-0.97983924,-0.9781345,-0.98405887,-0.98230505,-0.97646378,-0.96438279,-0.98049816,-0.97790984,-0.98362298,-0.98201557,-0.97416555,-0.95616461,-0.98061921,-0.99658889,-0.984839,-0.98796862,7,0
1333,0.27992585,-0.012222604,-0.10745621,-0.98557726,-0.96529198,-0.93189133,-0.9866671,-0.96116191,-0.92594337,-0.92682239,-0.55685583,-0.78116748,0.84258254,0.68827833,0.82285511,-0.022546047,-0.12463765,0.080623007,-0.98156211,-0.9904736,-0.98802107,-0.98156691,-0.99079811,-0.98850206,-0.8698648,-0.95976307,-0.75571417,0.8374395,0.90201247,0.82172198,-0.98560569,-0.97891654,-0.95529239,-0.98540079,-0.96045459,-0.92441844,-0.98335847,-0.98180216,-0.94839568,-0.98965732,-0.95208177,-0.90645778,-0.99430822,-0.9819017,-0.9570959,-0.98288416,-0.99167027,-0.98830014,-0.98131651,-0.98972101,-0.9888581,-0.98228184,-0.99151787,-0.98921741,-0.97724759,-0.99122577,-0.9884672,-0.99582951,-0.99786467,-0.99286973,7,0
1334,0.27051424,-0.019739378,-0.12970629,-0.98842376,-0.9802598,-0.96874162,-0.98940256,-0.97852541,-0.96761101,-0.93378806,-0.56737457,-0.81040974,0.83672249,0.68268013,0.82285511,-0.02843364,-0.095237069,0.091338871,-0.98585419,-0.97998085,-0.98449868,-0.98538804,-0.98005576,-0.98591919,-0.87873828,-0.94572235,-0.74492164,0.8374395,0.90671076,0.82336651,-0.98934139,-0.98255474,-0.97835761,-0.9878665,-0.9792025,-0.96493244,-0.98851065,-0.98060042,-0.97543698,-0.98978326,-0.98041482,-0.95073366,-0.9987577,-0.99505702,-0.99462347,-0.9848363,-0.98415365,-0.98490368,-0.98614764,-0.97772045,-0.98560723,-0.98587971,-0.98329889,-0.98510392,-0.98604685,-0.97735204,-0.98778609,-0.99872859,-0.99608649,-0.99776404,7,0
1335,0.27958343,-0.023685165,-0.093916032,-0.98454588,-0.96761133,-0.96122419,-0.98606157,-0.96599508,-0.95829524,-0.92772201,-0.57033729,-0.80036206,0.83672249,0.66956529,0.82861132,-0.032398643,-0.063695878,0.096149257,-0.9794428,-0.98397174,-0.98122197,-0.97955826,-0.98416165,-0.98072556,-0.87653107,-0.94572235,-0.74142495,0.83028117,0.90822566,0.82368807,-0.98306155,-0.9753852,-0.96482775,-0.98507066,-0.9648499,-0.96120354,-0.98286461,-0.97480429,-0.96261111,-0.98857106,-0.96399042,-0.95816317,-0.99999059,-0.99993882,-0.97104092,-0.9808967,-0.98374811,-0.9845925,-0.97919347,-0.98413476,-0.98165882,-0.97947317,-0.98369216,-0.98356954,-0.98036296,-0.98861613,-0.98199022,-0.99733535,-0.99767607,-0.99832361,7,0
1336,0.27853082,-0.020467656,-0.1063383,-0.98275907,-0.96308658,-0.92827556,-0.98402862,-0.96172939,-0.92237799,-0.92772201,-0.56308103,-0.80036206,0.8341431,0.66956529,0.81066483,-0.038156605,-0.08616176,0.093577814,-0.98226559,-0.97315791,-0.98273616,-0.9819191,-0.97670114,-0.98307688,-0.87653107,-0.94813541,-0.74142495,0.83028117,0.89350486,0.82012906,-0.97997723,-0.97431407,-0.95995632,-0.9839217,-0.95919428,-0.91785339,-0.98052527,-0.97490159,-0.94452498,-0.98905167,-0.95392716,-0.89093795,-0.99350691,-0.9949465,-0.97394441,-0.97927155,-0.97532505,-0.98329662,-0.98315293,-0.97195647,-0.98394764,-0.98007703,-0.97716464,-0.98485554,-0.98072593,-0.97247744,-0.98391194,-0.9906918,-0.99966104,-0.98452992,7,0
1337,0.27327857,-0.015989082,-0.12067019,-0.98060785,-0.97651147,-0.92680645,-0.982086,-0.97543665,-0.91979501,-0.92339317,-0.56308103,-0.78595023,0.82660243,0.6834388,0.81066483,-0.038918745,-0.080422609,0.093008782,-0.94578641,-0.95081795,-0.97032882,-0.9546101,-0.95430722,-0.97274175,-0.84843074,-0.93322546,-0.72216766,0.79624372,0.86795047,0.81601087,-0.97608391,-0.97641338,-0.94777311,-0.98267845,-0.97694276,-0.92067092,-0.97731763,-0.97924881,-0.94688752,-0.98689839,-0.97968168,-0.89243372,-0.977422,-0.97792752,-0.99510546,-0.94784422,-0.95669005,-0.97004921,-0.94581152,-0.94770602,-0.97296586,-0.93720767,-0.95573672,-0.96885453,-0.956391,-0.95416654,-0.9817984,-0.99228,-0.99497043,-0.99490028,7,0
1338,0.27950737,-0.026342768,-0.10428686,-0.98192579,-0.96028362,-0.94438145,-0.98382203,-0.96391444,-0.94091325,-0.91918501,-0.55342268,-0.78595023,0.82660243,0.66516972,0.82498322,-0.024749528,-0.059303881,0.085478466,-0.93557547,-0.9439416,-0.96197292,-0.94095782,-0.94529162,-0.96478882,-0.84319568,-0.9305035,-0.72216766,0.79624372,0.86795047,0.80734966,-0.9771285,-0.96039801,-0.95146483,-0.98418851,-0.96164302,-0.94375285,-0.98029646,-0.95812337,-0.94509011,-0.98831309,-0.97373162,-0.93410422,-0.98381323,-0.98883881,-0.9912594,-0.93752809,-0.94958892,-0.96497334,-0.93574978,-0.94096947,-0.96427884,-0.92512733,-0.95018835,-0.96117483,-0.95125953,-0.95790435,-0.97515253,-0.99368322,-0.99256287,-0.99900651,7,0
1339,0.27597743,-0.028618969,-0.12209327,-0.97427621,-0.96347142,-0.9490024,-0.97748661,-0.96635763,-0.95214634,-0.91016843,-0.55342268,-0.78920017,0.81508243,0.66516972,0.80980141,-0.018109906,-0.079186348,0.080261551,-0.96613118,-0.95047997,-0.96735254,-0.96992772,-0.95048736,-0.96842396,-0.84319568,-0.92799579,-0.73480804,0.83392181,0.88496363,0.80734966,-0.97009458,-0.95981172,-0.94955788,-0.97605479,-0.96682772,-0.95187135,-0.96998214,-0.96148362,-0.94514182,-0.98255874,-0.97970236,-0.95785046,-0.97929849,-0.97699452,-0.95026706,-0.96021069,-0.9519291,-0.96852819,-0.96796854,-0.9498456,-0.96975681,-0.96316887,-0.95313278,-0.96598979,-0.97490416,-0.96272586,-0.97831107,-0.98998898,-0.96042893,-0.99341854,7,0
1340,0.28022805,-0.013604485,-0.10103761,-0.97417339,-0.95790483,-0.92490189,-0.97740457,-0.95443579,-0.91784248,-0.91016843,-0.54898455,-0.77361459,0.81508243,0.68258761,0.80980141,-0.025456395,-0.071536732,0.076873637,-0.97422903,-0.95316284,-0.97148416,-0.9742976,-0.95405617,-0.97324168,-0.86047965,-0.92119291,-0.74397978,0.82902682,0.89428121,0.80573211,-0.97270075,-0.96279328,-0.943929,-0.97464208,-0.95698622,-0.919761,-0.97189365,-0.96134422,-0.93676619,-0.98076362,-0.9565153,-0.9030092,-0.99416549,-0.97997972,-0.95468443,-0.96608908,-0.95856345,-0.97251835,-0.97676207,-0.95029143,-0.9735598,-0.9738705,-0.96114491,-0.97065406,-0.97594312,-0.94631468,-0.9755273,-0.97345258,-0.99722138,-0.99636044,7,0
1341,0.27952681,-0.013698484,-0.1023,-0.98472034,-0.93944073,-0.92236748,-0.98667788,-0.93892727,-0.91444758,-0.92740186,-0.54898455,-0.77361459,0.83695576,0.65916729,0.8206692,-0.0059107032,-0.07114622,0.075019464,-0.945407,-0.95407528,-0.96860167,-0.95737209,-0.95571158,-0.97104277,-0.79029032,-0.92119291,-0.73838722,0.82902682,0.89031656,0.80332091,-0.98038837,-0.94739337,-0.94960184,-0.98679651,-0.93821723,-0.91389169,-0.98294286,-0.93904629,-0.94583994,-0.98868645,-0.95046865,-0.88398675,-0.9846831,-0.99166856,-0.99870465,-0.93510816,-0.95671421,-0.96784118,-0.94864792,-0.95271572,-0.97156655,-0.93385653,-0.96193821,-0.96656789,-0.95227337,-0.95042215,-0.97777056,-0.97438535,-0.97768692,-0.99471053,7,0
1342,0.26816504,-0.022356487,-0.12965193,-0.98799477,-0.93858181,-0.96205154,-0.98938149,-0.94175304,-0.9615425,-0.9306239,-0.51883495,-0.8150063,0.8368913,0.65916729,0.8206692,-0.031179283,-0.0870521,0.090932477,-0.91413382,-0.96890098,-0.96856549,-0.92551795,-0.97277287,-0.97057122,-0.79029032,-0.94003023,-0.73838722,0.78013509,0.89031656,0.80332091,-0.98456002,-0.94490282,-0.96970794,-0.98964325,-0.93817274,-0.95971784,-0.98665859,-0.93571267,-0.96920786,-0.99263998,-0.96541369,-0.95921671,-0.99485083,-0.99437088,-0.98846215,-0.91373126,-0.97382964,-0.96991203,-0.91511832,-0.96625008,-0.97080328,-0.90129356,-0.97493302,-0.96665167,-0.92694584,-0.96838934,-0.97754184,-0.98790132,-0.98083668,-0.98856131,7,0
1396,0.20806983,0.0025750056,-0.12476458,-0.65437591,-0.57937091,-0.20037814,-0.68955753,-0.60055868,-0.15988057,-0.57475134,-0.36761444,-0.47910683,0.51778453,0.40935474,0.36728678,-0.11082189,-0.072507849,0.096167805,-0.71509176,-0.69231822,-0.59914496,-0.71003226,-0.71827418,-0.61092259,-0.74841241,-0.73444806,-0.41356457,0.53314606,0.655067,0.59912209,-0.60101748,-0.5621951,-0.38682088,-0.6777369,-0.614949,-0.16848793,-0.62487399,-0.52949028,-0.28092979,-0.72785986,-0.8197741,-0.029515659,-0.49063522,-0.9664037,-0.8927494,-0.63385063,-0.65633482,-0.60093941,-0.74084839,-0.71893631,-0.63505338,-0.64360693,-0.72888689,-0.58399232,-0.78792884,-0.81955299,-0.69407476,-0.99607262,-0.72732274,-0.84229557,7,1
1397,0.28597204,-0.018408132,-0.092902082,-0.54833836,-0.41730967,-0.020489031,-0.5530292,-0.45955024,0.023999817,-0.52096149,-0.29671724,-0.37970447,0.49280823,0.26745342,0.1236929,-0.12564777,-0.088099171,0.16958146,-0.70532159,-0.49213664,-0.52631302,-0.73481076,-0.57831705,-0.52883922,-0.58143563,-0.31177293,-0.32487033,0.53314606,0.6176491,0.49403073,-0.59323448,-0.41244824,-0.20578865,-0.53163096,-0.45632324,-0.00085970971,-0.53164565,-0.41096832,-0.090465795,-0.55298951,-0.6536297,0.11279622,-0.95733328,-0.6505789,-0.81873607,-0.55567862,-0.42615519,-0.51076365,-0.75608598,-0.54117304,-0.57467189,-0.6020732,-0.52591282,-0.57344149,-0.85380667,-0.64017719,-0.66011218,-0.93468306,-0.82757262,-0.86338686,7,1
1398,0.33153029,-0.047725115,-0.16107094,-0.47115161,-0.29693483,0.092052092,-0.47017721,-0.35048739,0.12275494,-0.37463155,-0.29671724,-0.37970447,0.49280823,0.16750279,0.10093624,-0.031479755,-0.044534896,0.12693142,-0.65170225,-0.39404607,-0.50708998,-0.7056733,-0.4889431,-0.51407592,-0.45538779,-0.31177293,-0.32487033,0.46444699,0.6176491,0.49403073,-0.46333596,-0.26812715,-0.082070441,-0.47412853,-0.35719273,0.098497861,-0.46279979,-0.25948421,0.080453067,-0.51119778,-0.65107218,0.064523114,-0.7985181,-0.81610325,-0.87200833,-0.48326821,-0.37117153,-0.53668576,-0.70823872,-0.41290927,-0.54268108,-0.55874546,-0.40551897,-0.51735918,-0.7898716,-0.5317771,-0.65463148,-0.99764265,-0.87859615,-0.93402548,7,1
1399,0.25872293,-0.047532939,-0.18761596,-0.44041969,-0.2690584,0.0674412,-0.45924091,-0.30104291,0.059487255,-0.36408492,-0.32987318,-0.45302253,0.37080703,0.16750279,0.0094294574,-0.010393135,-0.09356999,0.083355279,-0.60675579,-0.40009722,-0.51206042,-0.65814552,-0.47915324,-0.53119094,-0.45538779,-0.43364436,-0.34081238,0.45223578,0.58104677,0.47290668,-0.40906279,-0.2506508,-0.074994758,-0.45314555,-0.32514694,0.06012924,-0.37874243,-0.24595548,0.053276589,-0.60445056,-0.57549462,-0.041741123,-0.82670941,-0.93283793,-0.8901049,-0.42628606,-0.33441166,-0.43938572,-0.66672567,-0.44880169,-0.58288248,-0.51286409,-0.45186633,-0.57635624,-0.69484184,-0.62680433,-0.61231375,-0.88054398,-0.25973694,-0.71623001,7,1
1400,0.18961848,-0.0007860391,-0.087234425,-0.4359788,-0.31536373,0.1416591,-0.45987854,-0.33610446,0.07762514,-0.36408492,-0.26795974,-0.32222503,0.37080703,0.28199305,-0.15039344,-0.017205293,-0.10624984,0.032852638,-0.64573792,-0.38248537,-0.50279969,-0.69035636,-0.46280734,-0.51786932,-0.4969397,-0.38512356,-0.39402575,0.45223578,0.54877541,0.41165223,-0.4860882,-0.29755245,0.017444329,-0.41726957,-0.36816621,0.11937473,-0.36807879,-0.32629625,0.1274883,-0.57942831,-0.56026268,-0.067623496,-0.97549416,-0.77183079,-0.78518587,-0.47282155,-0.38940541,-0.51777709,-0.7038777,-0.3825761,-0.54330008,-0.56924928,-0.44829945,-0.52933615,-0.765282,-0.43356971,-0.59291605,-0.72812054,-0.64398843,-0.82993688,7,1
1401,0.25238348,0.0063468639,-0.08420088,-0.42209575,-0.34212937,0.28025837,-0.42571133,-0.37819798,0.22110228,-0.39084183,-0.22769753,-0.32222503,0.32237582,0.2917614,-0.15039344,-0.023600535,-0.066921039,0.079402485,-0.66582364,-0.36285599,-0.48555323,-0.70668857,-0.45983323,-0.50615753,-0.54466343,-0.32373922,-0.34932758,0.51891324,0.54877541,0.40193541,-0.42665321,-0.33707014,0.085162541,-0.4201774,-0.38610269,0.28320481,-0.37250749,-0.29804906,0.28470098,-0.56360996,-0.65770007,-0.012671645,-0.6965021,-0.94638386,-0.63159521,-0.52693394,-0.34202304,-0.49100443,-0.71123064,-0.38058351,-0.53067573,-0.57536876,-0.42173134,-0.48871413,-0.77212791,-0.46140481,-0.60818658,-0.99771493,-0.83616587,-0.87124281,7,1
1402,0.33575683,-0.019564246,-0.14607858,-0.3737234,-0.33767876,0.29670987,-0.37308217,-0.38315525,0.31982877,-0.16441804,-0.22769753,-0.34589737,0.15873488,0.30322943,-0.10202643,-0.057264865,-0.12448959,0.073115544,-0.62553549,-0.29135237,-0.42649668,-0.66091398,-0.39966439,-0.47025824,-0.54466343,-0.16393597,-0.24583299,0.43619027,0.46283126,0.31389737,-0.3608994,-0.33002608,0.18971675,-0.37877398,-0.38331831,0.25311001,-0.28134875,-0.34712038,0.29659722,-0.56526241,-0.62071987,-0.037993702,-0.98632948,-0.90032096,-0.58533975,-0.47357281,-0.23612609,-0.45240882,-0.67505286,-0.33280162,-0.47055365,-0.53079176,-0.35013872,-0.41738338,-0.74184713,-0.45434311,-0.628668,-0.9413363,-0.98505171,-0.92594528,7,1
1403,0.30477552,-0.028571828,-0.16490701,-0.40201606,-0.36727238,0.22096494,-0.42001024,-0.42066174,0.26061663,-0.16441804,-0.21985962,-0.42043236,0.15873488,0.22295382,-0.10202643,-0.12585894,-0.10093132,0.11277224,-0.46544143,-0.29947916,-0.43679147,-0.47105287,-0.41197708,-0.46155607,-0.50828132,-0.16393597,-0.24583299,0.43619027,0.46283126,0.31389737,-0.32877044,-0.351152,0.13032797,-0.43339904,-0.41579269,0.17438185,-0.31912518,-0.34672443,0.2036364,-0.5600637,-0.60089799,0.20565397,-0.32643254,-0.79420084,-0.83076939,-0.33101766,-0.19782086,-0.48946462,-0.50810089,-0.37549724,-0.47191368,-0.38226062,-0.33629314,-0.46699439,-0.44909978,-0.56510608,-0.59990529,-0.8270868,-0.61501475,-0.95299587,7,1
1404,0.25126826,-0.021039835,-0.13737071,-0.44995279,-0.26416734,0.14952878,-0.47319807,-0.32881923,0.13918874,-0.39871742,-0.16902526,-0.40942805,0.37796534,0.18439604,-0.17360166,-0.017414792,-0.03965394,0.10373231,-0.416839,-0.33845271,-0.41877352,-0.44684407,-0.43079052,-0.43973247,-0.39836797,-0.30103323,-0.28381009,0.41016763,0.47919358,0.37631541,-0.47598892,-0.25033831,0.013275542,-0.43990107,-0.31799475,0.13290636,-0.39259777,-0.21506563,0.089558342,-0.48974314,-0.65895473,0.22450031,-0.89023867,-0.55967859,-0.78685605,-0.28120873,-0.32877847,-0.35638168,-0.4600148,-0.34917376,-0.49381295,-0.30628042,-0.33585715,-0.40555734,-0.501752,-0.48914917,-0.58747911,-0.92397249,-0.90148596,-0.89741979,7,1
1405,0.24482915,-0.016491624,-0.059886087,-0.39580481,-0.21787219,0.11592175,-0.41820016,-0.27742198,0.099872008,-0.27516068,-0.16902526,-0.34132398,0.37796534,0.18439604,-0.17360166,0.064648369,-0.0027686882,0.036001034,-0.59447288,-0.31605244,-0.37828143,-0.63244916,-0.38473207,-0.3962478,-0.39836797,-0.35350209,-0.28583858,0.41016763,0.47919358,0.37631541,-0.39249636,-0.21615154,0.039521313,-0.3970257,-0.26801206,0.069874559,-0.31209769,-0.17008111,0.13632025,-0.52007256,-0.62718643,-0.12382173,-0.81735886,-0.96066438,-0.7335492,-0.40911541,-0.32201801,-0.43854299,-0.65600841,-0.31720952,-0.41647149,-0.50117884,-0.32334023,-0.40178296,-0.69883268,-0.47371898,-0.59908483,-0.83039508,-0.9863046,-0.99171802,7,1
1406,0.25847462,-0.013647697,-0.044603022,-0.34804717,-0.28406339,0.15183636,-0.36374613,-0.34422055,0.13604497,-0.26558043,-0.24642202,-0.34132398,0.33544096,0.22579428,-0.055989604,0.024225156,-0.010059073,0.067110791,-0.63815425,-0.33040173,-0.38133197,-0.68240898,-0.41243946,-0.40295962,-0.43668524,-0.22351975,-0.26516315,0.53071905,0.51843331,0.29177195,-0.31136715,-0.27624207,-0.0063269077,-0.36298264,-0.33328873,0.14606897,-0.31264415,-0.22702789,0.16210652,-0.5136532,-0.65682607,-0.12311105,-0.52377126,-0.76758977,-0.98304887,-0.48999676,-0.29677234,-0.44119784,-0.68649031,-0.35680946,-0.41936187,-0.5280649,-0.36266021,-0.43699404,-0.73861011,-0.4432276,-0.47146084,-0.96539785,-0.90328258,-0.96119227,7,1
1407,0.31951297,-0.017917871,-0.097055502,-0.34668194,-0.11115547,0.33215047,-0.33852797,-0.18320671,0.29722263,-0.26558043,-0.0084219144,-0.27680269,0.27677034,0.084191924,-0.11346677,-0.013560197,-0.044879673,0.14657269,-0.56084127,-0.20619907,-0.33624277,-0.60947687,-0.33708148,-0.33054216,-0.43668524,-0.22351975,-0.26516315,0.43218451,0.39663065,0.29177195,-0.36663631,-0.034489688,0.11849269,-0.33888532,-0.21177122,0.34029299,-0.27280547,-0.10699187,0.33682358,-0.49995084,-0.50110718,0.12893523,-0.74674416,-0.2435377,-0.99670144,-0.38248264,-0.12762413,-0.38073536,-0.61896585,-0.26453828,-0.38284261,-0.40944456,-0.23060312,-0.40577581,-0.72795518,-0.5119011,-0.44368971,-0.86349008,-0.38071987,-0.89548735,7,1
1408,0.25546757,-0.023268334,-0.13386305,-0.33741629,-0.027384467,0.33456393,-0.34093856,-0.078129458,0.25313505,-0.23917584,-0.0084219144,-0.27680269,0.27677034,0.084191924,-0.26350537,-0.066445287,-0.12368869,0.12234133,-0.52344595,-0.15071411,-0.33118306,-0.55552186,-0.27142522,-0.32622902,-0.32062701,-0.073903246,-0.16782138,0.39795442,0.39663065,0.37283068,-0.30133379,-0.002290816,0.2092344,-0.35211117,-0.10276306,0.29776629,-0.2597433,0.037496124,0.36853621,-0.43061711,-0.51742865,0.13758993,-0.80900096,-0.93762384,-0.69759647,-0.28300161,-0.047725909,-0.38427726,-0.60491009,-0.22724501,-0.37569458,-0.39178048,-0.16749265,-0.46221644,-0.70164819,-0.51534695,-0.40487751,-0.94526604,-0.6785537,-0.84560697,7,1
1409,0.22416727,-0.022792525,-0.13321975,-0.33761142,-0.20499594,0.1783638,-0.36277222,-0.25590818,0.1054096,-0.23917584,-0.14903332,-0.44037617,0.3263636,0.15220487,-0.26350537,-0.068074004,-0.11587205,0.075349507,-0.51184801,-0.28750553,-0.41001917,-0.53411374,-0.38369432,-0.44599348,-0.32062701,-0.073903246,-0.16782138,0.36131287,0.55361735,0.37283068,-0.25884281,-0.11737424,0.013169029,-0.37121859,-0.30696036,0.17412138,-0.32102224,-0.20037296,0.2030674,-0.45508874,-0.60525264,-0.013759216,-0.72355437,-0.59082061,-0.77409563,-0.30086902,-0.20277853,-0.446701,-0.58124198,-0.35036174,-0.45226745,-0.37399201,-0.35856985,-0.51997435,-0.69017668,-0.57726738,-0.47450233,-0.82143951,-0.56406257,-0.81219887,7,1
1410,0.34488922,-0.0019649284,-0.089702769,-0.39328824,-0.2964874,0.24278241,-0.39489225,-0.33232707,0.20109269,-0.25999585,-0.20859611,-0.34309457,0.37595764,0.23322834,-0.20556389,-0.055073258,-0.068146186,0.074814261,-0.5756348,-0.33387332,-0.37165124,-0.62059695,-0.40061725,-0.39688779,-0.420975,-0.38113537,-0.17670404,0.36131287,0.52723143,0.38065887,-0.39683255,-0.2922005,0.067490766,-0.3917865,-0.34297287,0.23881687,-0.37586584,-0.26358,0.16790914,-0.55225943,-0.65009133,0.034654121,-0.57714598,-0.9526303,-0.89654747,-0.35480556,-0.28920463,-0.37374528,-0.65098549,-0.36775866,-0.42827163,-0.44444945,-0.39895011,-0.45010904,-0.78350738,-0.45951924,-0.48082345,-0.93998162,-0.80669581,-0.60414558,7,1
1411,0.20327631,-0.0097640825,-0.15139663,-0.42866609,-0.26099996,0.076759624,-0.46597629,-0.33651149,0.091051276,-0.32832125,-0.16181861,-0.36776303,0.42418107,0.13592027,0.077497327,0.42743642,-0.045703201,-0.4134426,-0.51454166,-0.36898265,-0.40724136,-0.53589409,-0.45174406,-0.43762583,-0.13848709,-0.19826117,-0.36860479,0.62600216,0.56420733,0.21590934,-0.43709486,-0.22826944,-0.11465758,-0.4252674,-0.32582775,0.092484019,-0.37655605,-0.23156293,0.10080155,-0.55178578,-0.6035448,-0.10896355,-0.81911368,-0.55605344,-0.87436086,-0.31828841,-0.23675361,-0.35450636,-0.57847005,-0.47140377,-0.47967458,-0.3629634,-0.38549789,-0.43244133,-0.69760213,-0.70125234,-0.51664343,-0.93913606,-0.26196448,-0.72851951,7,1
1412,0.30164847,-0.026883636,-0.095795795,-0.38012427,-0.19132923,0.34055774,-0.37473406,-0.22919366,0.34473341,-0.19907965,-0.15981066,-0.10730954,0.35928073,0.13592027,-0.052348991,0.21389026,-0.04901106,-0.24526685,-0.51187681,-0.25407974,-0.40410261,-0.54393274,-0.32530743,-0.41852602,-0.22373305,-0.22564561,-0.36860479,0.49059862,0.56823662,0.31484245,-0.42618282,-0.097240111,0.18459649,-0.36276206,-0.29829356,0.31939488,-0.38235206,-0.19864813,0.28208767,-0.41400658,-0.56841522,0.31895673,-0.91021032,-0.67895848,-0.66010535,-0.3211774,-0.20091491,-0.44845321,-0.57372347,-0.29422955,-0.44461316,-0.38402212,-0.24946775,-0.45845157,-0.60548388,-0.50972879,-0.49781387,-0.88359989,-0.70608619,-0.98322738,7,1
1413,0.31419125,-0.0086959731,-0.12456099,-0.35587779,-0.16579948,0.40672936,-0.34932287,-0.19272021,0.39225651,-0.19907965,-0.15981066,-0.10730954,0.35928073,0.18630551,-0.06793587,0.033434766,-0.096892897,-0.0096831514,-0.53605877,-0.2388226,-0.36179957,-0.57682235,-0.31414506,-0.35197002,-0.39081627,-0.22564561,-0.31714444,0.42181358,0.528783,0.39610918,-0.37739701,-0.19145692,0.19287091,-0.34746347,-0.20474244,0.40956883,-0.37531247,-0.1554507,0.32598384,-0.35378528,-0.46598447,0.41847657,-0.54605293,-0.95820814,-0.87222955,-0.34717144,-0.24801085,-0.4522306,-0.59763498,-0.23856037,-0.39304154,-0.42661732,-0.21687806,-0.4286964,-0.67092184,-0.51442512,-0.4103675,-0.76251104,-0.97210895,-0.9088565,7,1
